onset	duration	trial_type	value	sample	StimulusPresentation
2.3225	0.005	begin	1	2787	PsychophysicsToolbox
7.349166666666667	0.005	stim_on	4	8819	PsychophysicsToolbox
8.29	0.005	resp	3	9948	PsychophysicsToolbox
8.915	0.005	stim_on	4	10698	PsychophysicsToolbox
9.801666666666666	0.005	resp	3	11762	PsychophysicsToolbox
10.365	0.005	stim_on	4	12438	PsychophysicsToolbox
11.21	0.005	resp	3	13452	PsychophysicsToolbox
12.081666666666669	0.005	stim_on	4	14498	PsychophysicsToolbox
12.8175	0.005	resp	3	15381	PsychophysicsToolbox
13.481666666666667	0.005	stim_on	4	16178	PsychophysicsToolbox
14.3775	0.005	resp	3	17253	PsychophysicsToolbox
15.048333333333334	0.005	stim_on	4	18058	PsychophysicsToolbox
15.89	0.005	resp	3	19068	PsychophysicsToolbox
16.598333333333333	0.005	stim_on	4	19918	PsychophysicsToolbox
17.3775	0.005	resp	3	20853	PsychophysicsToolbox
18.065	0.005	stim_on	4	21678	PsychophysicsToolbox
18.97	0.005	resp	3	22764	PsychophysicsToolbox
19.43166666666667	0.005	stim_on	4	23318	PsychophysicsToolbox
20.25	0.005	resp	3	24300	PsychophysicsToolbox
20.748333333333335	0.005	stim_on	4	24898	PsychophysicsToolbox
21.5775	0.005	resp	3	25893	PsychophysicsToolbox
22.231666666666666	0.005	stim_on	4	26678	PsychophysicsToolbox
23.065833333333337	0.005	resp	3	27679	PsychophysicsToolbox
23.614166666666662	0.005	stim_on	4	28337	PsychophysicsToolbox
24.52166666666667	0.005	resp	3	29426	PsychophysicsToolbox
25.214166666666667	0.005	stim_on	4	30257	PsychophysicsToolbox
25.961666666666662	0.005	resp	3	31154	PsychophysicsToolbox
26.680833333333332	0.005	stim_on	4	32017	PsychophysicsToolbox
27.50583333333333	0.005	resp	3	33007	PsychophysicsToolbox
28.330833333333334	0.005	stim_on	4	33997	PsychophysicsToolbox
29.09	0.005	resp	3	34908	PsychophysicsToolbox
29.930833333333332	0.005	stim_on	4	35917	PsychophysicsToolbox
30.594166666666663	0.005	resp	3	36713	PsychophysicsToolbox
31.464166666666667	0.005	stim_on	4	37757	PsychophysicsToolbox
32.12166666666667	0.005	resp	3	38546	PsychophysicsToolbox
32.8475	0.005	stim_on	4	39417	PsychophysicsToolbox
33.65	0.005	resp	3	40380	PsychophysicsToolbox
34.5475	0.005	stim_on	4	41457	PsychophysicsToolbox
35.29	0.005	resp	3	42348	PsychophysicsToolbox
35.964166666666664	0.005	stim_on	4	43157	PsychophysicsToolbox
36.785833333333336	0.005	resp	3	44143	PsychophysicsToolbox
37.65083333333333	0.005	stim_on	4	45181	PsychophysicsToolbox
38.321666666666665	0.005	resp	3	45986	PsychophysicsToolbox
39.0475	0.005	stim_on	4	46857	PsychophysicsToolbox
39.77	0.005	resp	3	47724	PsychophysicsToolbox
40.51416666666667	0.005	stim_on	4	48617	PsychophysicsToolbox
41.274166666666666	0.005	resp	3	49529	PsychophysicsToolbox
41.86416666666667	0.005	stim_on	4	50237	PsychophysicsToolbox
42.70583333333333	0.005	resp	3	51247	PsychophysicsToolbox
43.43083333333333	0.005	stim_on	4	52117	PsychophysicsToolbox
44.1625	0.005	resp	3	52995	PsychophysicsToolbox
44.814166666666665	0.005	stim_on	4	53777	PsychophysicsToolbox
45.51416666666667	0.005	resp	3	54617	PsychophysicsToolbox
46.1475	0.005	stim_on	4	55377	PsychophysicsToolbox
46.88166666666667	0.005	resp	3	56258	PsychophysicsToolbox
47.7475	0.005	stim_on	4	57297	PsychophysicsToolbox
48.37833333333333	0.005	resp	3	58054	PsychophysicsToolbox
49.1975	0.005	stim_on	4	59037	PsychophysicsToolbox
49.954166666666666	0.005	resp	3	59945	PsychophysicsToolbox
50.78	0.005	stim_on	4	60936	PsychophysicsToolbox
51.465833333333336	0.005	resp	3	61759	PsychophysicsToolbox
52.24666666666667	0.005	stim_on	4	62696	PsychophysicsToolbox
52.93833333333333	0.005	resp	3	63526	PsychophysicsToolbox
53.81333333333333	0.005	stim_on	4	64576	PsychophysicsToolbox
54.465833333333336	0.005	resp	3	65359	PsychophysicsToolbox
55.13	0.005	stim_on	4	66156	PsychophysicsToolbox
55.994166666666665	0.005	resp	3	67193	PsychophysicsToolbox
56.185833333333335	0.005	resp	3	67423	PsychophysicsToolbox
56.81333333333333	0.005	stim_on	4	68176	PsychophysicsToolbox
57.51416666666667	0.005	resp	3	69017	PsychophysicsToolbox
58.446666666666665	0.005	stim_on	4	70136	PsychophysicsToolbox
59.43416666666667	0.005	resp	3	71321	PsychophysicsToolbox
60.06333333333333	0.005	stim_on	4	72076	PsychophysicsToolbox
60.89	0.005	resp	3	73068	PsychophysicsToolbox
61.696666666666665	0.005	stim_on	4	74036	PsychophysicsToolbox
62.458333333333336	0.005	resp	3	74950	PsychophysicsToolbox
63.163333333333334	0.005	stim_on	4	75796	PsychophysicsToolbox
63.93	0.005	resp	3	76716	PsychophysicsToolbox
64.71333333333334	0.005	stim_on	4	77656	PsychophysicsToolbox
65.54666666666667	0.005	resp	3	78656	PsychophysicsToolbox
66.24666666666667	0.005	stim_on	4	79496	PsychophysicsToolbox
67.0025	0.005	resp	3	80403	PsychophysicsToolbox
67.76333333333334	0.005	stim_on	4	81316	PsychophysicsToolbox
68.47416666666666	0.005	resp	3	82169	PsychophysicsToolbox
69.18	0.005	stim_on	4	83016	PsychophysicsToolbox
70.0025	0.005	resp	3	84003	PsychophysicsToolbox
70.59666666666666	0.005	stim_on	4	84716	PsychophysicsToolbox
71.33833333333334	0.005	resp	3	85606	PsychophysicsToolbox
72.09666666666666	0.005	stim_on	4	86516	PsychophysicsToolbox
72.9225	0.005	resp	3	87507	PsychophysicsToolbox
73.49583333333334	0.005	stim_on	4	88195	PsychophysicsToolbox
74.2825	0.005	resp	3	89139	PsychophysicsToolbox
75.12916666666666	0.005	stim_on	4	90155	PsychophysicsToolbox
75.89833333333333	0.005	resp	3	91078	PsychophysicsToolbox
76.82916666666667	0.005	stim_on	4	92195	PsychophysicsToolbox
77.69833333333334	0.005	resp	3	93238	PsychophysicsToolbox
78.14583333333333	0.005	stim_on	4	93775	PsychophysicsToolbox
79.14666666666666	0.005	resp	3	94976	PsychophysicsToolbox
79.67916666666666	0.005	stim_on	4	95615	PsychophysicsToolbox
80.62666666666667	0.005	resp	3	96752	PsychophysicsToolbox
81.02916666666667	0.005	stim_on	4	97235	PsychophysicsToolbox
81.90666666666667	0.005	resp	3	98288	PsychophysicsToolbox
82.6625	0.005	stim_on	4	99195	PsychophysicsToolbox
83.43416666666667	0.005	resp	3	100121	PsychophysicsToolbox
84.3625	0.005	stim_on	4	101235	PsychophysicsToolbox
85.0825	0.005	resp	3	102099	PsychophysicsToolbox
85.69583333333334	0.005	stim_on	4	102835	PsychophysicsToolbox
86.59416666666667	0.005	resp	3	103913	PsychophysicsToolbox
87.37916666666666	0.005	stim_on	4	104855	PsychophysicsToolbox
88.2025	0.005	resp	3	105843	PsychophysicsToolbox
88.69583333333334	0.005	stim_on	4	106435	PsychophysicsToolbox
89.74666666666667	0.005	resp	3	107696	PsychophysicsToolbox
