onset	duration	trial_type	value	sample	StimulusPresentation
3.860833333333334	0.005	begin	1	4633	PsychophysicsToolbox
8.891666666666667	0.005	stim_on	4	10670	PsychophysicsToolbox
9.78	0.005	resp	3	11736	PsychophysicsToolbox
10.525	0.005	stim_on	4	12630	PsychophysicsToolbox
11.411666666666669	0.005	resp	3	13694	PsychophysicsToolbox
12.008333333333333	0.005	stim_on	4	14410	PsychophysicsToolbox
12.691666666666666	0.005	resp	3	15230	PsychophysicsToolbox
13.610833333333334	0.005	stim_on	4	16333	PsychophysicsToolbox
14.331666666666669	0.005	resp	3	17198	PsychophysicsToolbox
15.0575	0.005	stim_on	4	18069	PsychophysicsToolbox
15.94	0.005	resp	3	19128	PsychophysicsToolbox
16.740833333333335	0.005	stim_on	4	20089	PsychophysicsToolbox
17.62	0.005	resp	3	21144	PsychophysicsToolbox
18.3575	0.005	stim_on	4	22029	PsychophysicsToolbox
19.284166666666668	0.005	resp	3	23141	PsychophysicsToolbox
19.531666666666663	0.005	resp	3	23438	PsychophysicsToolbox
19.674166666666668	0.005	stim_on	4	23609	PsychophysicsToolbox
20.5475	0.005	resp	3	24657	PsychophysicsToolbox
21.29083333333333	0.005	stim_on	4	25549	PsychophysicsToolbox
22.075833333333332	0.005	resp	3	26491	PsychophysicsToolbox
22.974166666666665	0.005	stim_on	4	27569	PsychophysicsToolbox
23.851666666666667	0.005	resp	3	28622	PsychophysicsToolbox
24.424166666666668	0.005	stim_on	4	29309	PsychophysicsToolbox
25.34	0.005	resp	3	30408	PsychophysicsToolbox
25.7575	0.005	stim_on	4	30909	PsychophysicsToolbox
26.611666666666668	0.005	resp	3	31934	PsychophysicsToolbox
27.4075	0.005	stim_on	4	32889	PsychophysicsToolbox
28.124166666666667	0.005	resp	3	33749	PsychophysicsToolbox
28.395833333333332	0.005	resp	3	34075	PsychophysicsToolbox
28.7575	0.005	stim_on	4	34509	PsychophysicsToolbox
29.411666666666665	0.005	resp	3	35294	PsychophysicsToolbox
30.29083333333333	0.005	stim_on	4	36349	PsychophysicsToolbox
31.08416666666667	0.005	resp	3	37301	PsychophysicsToolbox
31.974166666666665	0.005	stim_on	4	38369	PsychophysicsToolbox
32.77166666666667	0.005	resp	3	39326	PsychophysicsToolbox
33.0275	0.005	resp	3	39633	PsychophysicsToolbox
33.490833333333335	0.005	stim_on	4	40189	PsychophysicsToolbox
34.34	0.005	resp	3	41208	PsychophysicsToolbox
34.82416666666666	0.005	stim_on	4	41789	PsychophysicsToolbox
35.72416666666667	0.005	resp	3	42869	PsychophysicsToolbox
35.98	0.005	resp	3	43176	PsychophysicsToolbox
36.3075	0.005	stim_on	4	43569	PsychophysicsToolbox
37.37166666666667	0.005	resp	3	44846	PsychophysicsToolbox
37.89	0.005	stim_on	4	45468	PsychophysicsToolbox
38.78	0.005	resp	3	46536	PsychophysicsToolbox
39.306666666666665	0.005	stim_on	4	47168	PsychophysicsToolbox
40.1075	0.005	resp	3	48129	PsychophysicsToolbox
40.973333333333336	0.005	stim_on	4	49168	PsychophysicsToolbox
41.788333333333334	0.005	resp	3	50146	PsychophysicsToolbox
42.473333333333336	0.005	stim_on	4	50968	PsychophysicsToolbox
43.873333333333335	0.005	stim_on	4	52648	PsychophysicsToolbox
44.48416666666667	0.005	resp	3	53381	PsychophysicsToolbox
45.25666666666667	0.005	stim_on	4	54308	PsychophysicsToolbox
46.17166666666667	0.005	resp	3	55406	PsychophysicsToolbox
46.906666666666666	0.005	stim_on	4	56288	PsychophysicsToolbox
48.50666666666667	0.005	stim_on	4	58208	PsychophysicsToolbox
49.4525	0.005	resp	3	59343	PsychophysicsToolbox
49.708333333333336	0.005	resp	3	59650	PsychophysicsToolbox
50.09	0.005	stim_on	4	60108	PsychophysicsToolbox
51.44	0.005	stim_on	4	61728	PsychophysicsToolbox
52.6125	0.005	resp	3	63135	PsychophysicsToolbox
53.09	0.005	stim_on	4	63708	PsychophysicsToolbox
54.04416666666667	0.005	resp	3	64853	PsychophysicsToolbox
54.59	0.005	stim_on	4	65508	PsychophysicsToolbox
55.5725	0.005	resp	3	66687	PsychophysicsToolbox
56.156666666666666	0.005	stim_on	4	67388	PsychophysicsToolbox
57.02	0.005	resp	3	68424	PsychophysicsToolbox
57.82333333333333	0.005	stim_on	4	69388	PsychophysicsToolbox
58.68416666666667	0.005	resp	3	70421	PsychophysicsToolbox
58.9325	0.005	resp	3	70719	PsychophysicsToolbox
59.17333333333333	0.005	stim_on	4	71008	PsychophysicsToolbox
60.1725	0.005	resp	3	72207	PsychophysicsToolbox
60.395833333333336	0.005	resp	3	72475	PsychophysicsToolbox
60.723333333333336	0.005	stim_on	4	72868	PsychophysicsToolbox
61.6525	0.005	resp	3	73983	PsychophysicsToolbox
62.04	0.005	stim_on	4	74448	PsychophysicsToolbox
63.00416666666667	0.005	resp	3	75605	PsychophysicsToolbox
63.23583333333333	0.005	resp	3	75883	PsychophysicsToolbox
63.38916666666667	0.005	stim_on	4	76067	PsychophysicsToolbox
64.28416666666666	0.005	resp	3	77141	PsychophysicsToolbox
64.5	0.005	resp	3	77400	PsychophysicsToolbox
65.05583333333334	0.005	stim_on	4	78067	PsychophysicsToolbox
65.8925	0.005	resp	3	79071	PsychophysicsToolbox
66.14	0.005	resp	3	79368	PsychophysicsToolbox
66.58916666666667	0.005	stim_on	4	79907	PsychophysicsToolbox
67.4125	0.005	resp	3	80895	PsychophysicsToolbox
68.15583333333333	0.005	stim_on	4	81787	PsychophysicsToolbox
68.9	0.005	resp	3	82680	PsychophysicsToolbox
69.18833333333333	0.005	resp	3	83026	PsychophysicsToolbox
69.55583333333334	0.005	stim_on	4	83467	PsychophysicsToolbox
70.5	0.005	resp	3	84600	PsychophysicsToolbox
71.1225	0.005	stim_on	4	85347	PsychophysicsToolbox
71.94833333333334	0.005	resp	3	86338	PsychophysicsToolbox
72.4725	0.005	stim_on	4	86967	PsychophysicsToolbox
73.36416666666666	0.005	resp	3	88037	PsychophysicsToolbox
74.03916666666667	0.005	stim_on	4	88847	PsychophysicsToolbox
74.84416666666667	0.005	resp	3	89813	PsychophysicsToolbox
75.4225	0.005	stim_on	4	90507	PsychophysicsToolbox
76.42833333333333	0.005	resp	3	91714	PsychophysicsToolbox
76.98916666666666	0.005	stim_on	4	92387	PsychophysicsToolbox
77.7725	0.005	resp	3	93327	PsychophysicsToolbox
78.68916666666667	0.005	stim_on	4	94427	PsychophysicsToolbox
79.58083333333333	0.005	resp	3	95497	PsychophysicsToolbox
79.82	0.005	resp	3	95784	PsychophysicsToolbox
80.2725	0.005	stim_on	4	96327	PsychophysicsToolbox
80.9325	0.005	resp	3	97119	PsychophysicsToolbox
81.7225	0.005	stim_on	4	98067	PsychophysicsToolbox
82.46083333333333	0.005	resp	3	98953	PsychophysicsToolbox
82.75666666666666	0.005	resp	3	99308	PsychophysicsToolbox
83.2225	0.005	stim_on	4	99867	PsychophysicsToolbox
84.00416666666666	0.005	resp	3	100805	PsychophysicsToolbox
84.53916666666667	0.005	stim_on	4	101447	PsychophysicsToolbox
85.4925	0.005	resp	3	102591	PsychophysicsToolbox
86.05583333333334	0.005	stim_on	4	103267	PsychophysicsToolbox
86.94083333333333	0.005	resp	3	104329	PsychophysicsToolbox
87.75583333333333	0.005	stim_on	4	105307	PsychophysicsToolbox
88.70083333333334	0.005	resp	3	106441	PsychophysicsToolbox
89.355	0.005	stim_on	4	107226	PsychophysicsToolbox
90.38833333333334	0.005	resp	3	108466	PsychophysicsToolbox
90.82166666666669	0.005	stim_on	4	108986	PsychophysicsToolbox
91.86833333333334	0.005	resp	3	110242	PsychophysicsToolbox
92.12416666666668	0.005	resp	3	110549	PsychophysicsToolbox
92.37166666666668	0.005	stim_on	4	110846	PsychophysicsToolbox
93.71666666666668	0.005	resp	3	112460	PsychophysicsToolbox
93.905	0.005	stim_on	4	112686	PsychophysicsToolbox
94.4525	0.005	resp	3	113343	PsychophysicsToolbox
95.42166666666668	0.005	stim_on	4	114506	PsychophysicsToolbox
96.38083333333331	0.005	resp	3	115657	PsychophysicsToolbox
