onset	duration	trial_type	value	sample	StimulusPresentation
2.160833333333333	0.005	begin	1	2593	PsychophysicsToolbox
7.176666666666667	0.005	stim_on	4	8612	PsychophysicsToolbox
8.135833333333334	0.005	resp	3	9763	PsychophysicsToolbox
8.628333333333334	0.005	stim_on	4	10354	PsychophysicsToolbox
9.3675	0.005	resp	3	11241	PsychophysicsToolbox
10.178333333333333	0.005	stim_on	4	12214	PsychophysicsToolbox
10.991666666666667	0.005	resp	3	13190	PsychophysicsToolbox
11.595	0.005	stim_on	4	13914	PsychophysicsToolbox
12.343333333333334	0.005	resp	3	14812	PsychophysicsToolbox
13.228333333333332	0.005	stim_on	4	15874	PsychophysicsToolbox
14.031666666666666	0.005	resp	3	16838	PsychophysicsToolbox
14.861666666666666	0.005	stim_on	4	17834	PsychophysicsToolbox
15.561666666666667	0.005	resp	3	18674	PsychophysicsToolbox
16.561666666666667	0.005	stim_on	4	19874	PsychophysicsToolbox
17.384166666666665	0.005	resp	3	20861	PsychophysicsToolbox
17.64	0.005	resp	3	21168	PsychophysicsToolbox
18.045	0.005	stim_on	4	21654	PsychophysicsToolbox
18.8875	0.005	resp	3	22665	PsychophysicsToolbox
19.111666666666668	0.005	resp	3	22934	PsychophysicsToolbox
19.545	0.005	stim_on	4	23454	PsychophysicsToolbox
20.3675	0.005	resp	3	24441	PsychophysicsToolbox
20.6	0.005	resp	3	24720	PsychophysicsToolbox
21.094166666666663	0.005	stim_on	4	25313	PsychophysicsToolbox
21.831666666666667	0.005	resp	3	26198	PsychophysicsToolbox
22.74416666666667	0.005	stim_on	4	27293	PsychophysicsToolbox
23.41583333333333	0.005	resp	3	28099	PsychophysicsToolbox
24.060833333333335	0.005	stim_on	4	28873	PsychophysicsToolbox
24.751666666666665	0.005	resp	3	29702	PsychophysicsToolbox
25.444166666666668	0.005	stim_on	4	30533	PsychophysicsToolbox
26.0875	0.005	resp	3	31305	PsychophysicsToolbox
27.1275	0.005	stim_on	4	32553	PsychophysicsToolbox
27.92	0.005	resp	3	33504	PsychophysicsToolbox
28.810833333333335	0.005	stim_on	4	34573	PsychophysicsToolbox
29.631666666666668	0.005	resp	3	35558	PsychophysicsToolbox
30.310833333333335	0.005	stim_on	4	36373	PsychophysicsToolbox
31.071666666666665	0.005	resp	3	37286	PsychophysicsToolbox
31.944166666666668	0.005	stim_on	4	38333	PsychophysicsToolbox
32.6475	0.005	resp	3	39177	PsychophysicsToolbox
33.6275	0.005	stim_on	4	40353	PsychophysicsToolbox
34.391666666666666	0.005	resp	3	41270	PsychophysicsToolbox
35.21083333333333	0.005	stim_on	4	42253	PsychophysicsToolbox
35.96	0.005	resp	3	43152	PsychophysicsToolbox
36.6775	0.005	stim_on	4	44013	PsychophysicsToolbox
37.3275	0.005	resp	3	44793	PsychophysicsToolbox
38.14416666666666	0.005	stim_on	4	45773	PsychophysicsToolbox
39.05583333333333	0.005	resp	3	46867	PsychophysicsToolbox
39.6275	0.005	stim_on	4	47553	PsychophysicsToolbox
40.37583333333333	0.005	resp	3	48451	PsychophysicsToolbox
41.21083333333333	0.005	stim_on	4	49453	PsychophysicsToolbox
41.888333333333335	0.005	resp	3	50266	PsychophysicsToolbox
42.71083333333333	0.005	stim_on	4	51253	PsychophysicsToolbox
43.4	0.005	resp	3	52080	PsychophysicsToolbox
44.410833333333336	0.005	stim_on	4	53293	PsychophysicsToolbox
45.11083333333333	0.005	resp	3	54133	PsychophysicsToolbox
45.86	0.005	stim_on	4	55032	PsychophysicsToolbox
46.49583333333333	0.005	resp	3	55795	PsychophysicsToolbox
47.31	0.005	stim_on	4	56772	PsychophysicsToolbox
48.08	0.005	resp	3	57696	PsychophysicsToolbox
48.97666666666667	0.005	stim_on	4	58772	PsychophysicsToolbox
49.528333333333336	0.005	resp	3	59434	PsychophysicsToolbox
50.51	0.005	stim_on	4	60612	PsychophysicsToolbox
51.12833333333333	0.005	resp	3	61354	PsychophysicsToolbox
52.126666666666665	0.005	stim_on	4	62552	PsychophysicsToolbox
52.895833333333336	0.005	resp	3	63475	PsychophysicsToolbox
53.49333333333333	0.005	stim_on	4	64192	PsychophysicsToolbox
54.288333333333334	0.005	resp	3	65146	PsychophysicsToolbox
54.99333333333333	0.005	stim_on	4	65992	PsychophysicsToolbox
55.80833333333333	0.005	resp	3	66970	PsychophysicsToolbox
56.32666666666667	0.005	stim_on	4	67592	PsychophysicsToolbox
57.08	0.005	resp	3	68496	PsychophysicsToolbox
57.91	0.005	stim_on	4	69492	PsychophysicsToolbox
58.6325	0.005	resp	3	70359	PsychophysicsToolbox
59.51	0.005	stim_on	4	71412	PsychophysicsToolbox
60.30416666666667	0.005	resp	3	72365	PsychophysicsToolbox
61.193333333333335	0.005	stim_on	4	73432	PsychophysicsToolbox
61.88	0.005	resp	3	74256	PsychophysicsToolbox
62.776666666666664	0.005	stim_on	4	75332	PsychophysicsToolbox
63.464166666666664	0.005	resp	3	76157	PsychophysicsToolbox
64.36	0.005	stim_on	4	77232	PsychophysicsToolbox
65.0	0.005	resp	3	78000	PsychophysicsToolbox
66.01	0.005	stim_on	4	79212	PsychophysicsToolbox
66.69666666666667	0.005	resp	3	80036	PsychophysicsToolbox
67.51	0.005	stim_on	4	81012	PsychophysicsToolbox
68.24	0.005	resp	3	81888	PsychophysicsToolbox
69.01	0.005	stim_on	4	82812	PsychophysicsToolbox
69.8	0.005	resp	3	83760	PsychophysicsToolbox
70.0725	0.005	resp	3	84087	PsychophysicsToolbox
70.64333333333333	0.005	stim_on	4	84772	PsychophysicsToolbox
71.28833333333333	0.005	resp	3	85546	PsychophysicsToolbox
72.27583333333334	0.005	stim_on	4	86731	PsychophysicsToolbox
72.96	0.005	resp	3	87552	PsychophysicsToolbox
73.65916666666666	0.005	stim_on	4	88391	PsychophysicsToolbox
74.35916666666667	0.005	resp	3	89231	PsychophysicsToolbox
74.61666666666666	0.005	resp	3	89540	PsychophysicsToolbox
74.97583333333333	0.005	stim_on	4	89971	PsychophysicsToolbox
75.70416666666667	0.005	resp	3	90845	PsychophysicsToolbox
76.30916666666667	0.005	stim_on	4	91571	PsychophysicsToolbox
76.96833333333333	0.005	resp	3	92362	PsychophysicsToolbox
77.67583333333333	0.005	stim_on	4	93211	PsychophysicsToolbox
78.48833333333333	0.005	resp	3	94186	PsychophysicsToolbox
79.05916666666667	0.005	stim_on	4	94871	PsychophysicsToolbox
79.77666666666667	0.005	resp	3	95732	PsychophysicsToolbox
80.02416666666667	0.005	resp	3	96029	PsychophysicsToolbox
80.62583333333333	0.005	stim_on	4	96751	PsychophysicsToolbox
81.28083333333333	0.005	resp	3	97537	PsychophysicsToolbox
81.9425	0.005	stim_on	4	98331	PsychophysicsToolbox
82.74416666666667	0.005	resp	3	99293	PsychophysicsToolbox
83.4425	0.005	stim_on	4	100131	PsychophysicsToolbox
84.16833333333334	0.005	resp	3	101002	PsychophysicsToolbox
85.02583333333334	0.005	stim_on	4	102031	PsychophysicsToolbox
